Participant_ID,Dates,Calories
p09,2019-12-15,322
p09,2019-12-16,124
p09,2019-12-18,126
p09,2019-12-21,289
p09,2019-12-22,149
p09,2019-12-23,572
p09,2019-12-31,173
p09,2020-01-05,213
p09,2020-01-07,565
p09,2020-01-08,259
p09,2020-01-11,147
p09,2020-01-18,200
p09,2020-01-19,2294
p09,2020-01-22,182
p09,2020-01-23,154
p09,2020-01-26,628
p09,2020-02-01,861
p09,2020-02-02,328
p09,2020-02-20,114
p09,2020-02-22,505
p09,2020-02-23,398
p09,2020-03-04,179
p09,2020-03-07,752
p09,2020-03-08,285
p09,2020-03-10,134
p09,2020-03-13,108
p09,2020-03-15,218
p09,2020-03-20,1247
p09,2020-03-26,367
p10,2019-11-07,465
p10,2019-11-08,120
p10,2019-11-09,222
p10,2019-11-10,484
p10,2019-11-11,92
p10,2019-11-12,114
p10,2019-11-13,199
p10,2019-11-15,137
p10,2019-11-16,206
p10,2019-11-17,98
p10,2019-11-18,140
p10,2019-11-19,180
p10,2019-11-22,382
p10,2019-11-23,212
p10,2019-11-24,160
p10,2019-11-25,167
p10,2019-11-26,153
p10,2019-11-28,198
p10,2019-11-29,260
p10,2019-12-02,105
p10,2019-12-03,227
p10,2019-12-04,283
p10,2019-12-05,182
p10,2019-12-07,140
p10,2019-12-08,538
p10,2019-12-10,351
p10,2019-12-13,701
p10,2019-12-14,595
p10,2019-12-15,82
p10,2019-12-17,168
p10,2019-12-19,365
p10,2019-12-20,143
p10,2019-12-21,129
p10,2019-12-22,369
p10,2019-12-24,214
p10,2019-12-28,141
p10,2019-12-30,134
p10,2019-12-31,178
p10,2020-01-02,249
p10,2020-01-03,468
p10,2020-01-04,719
p10,2020-01-06,360
p10,2020-01-07,151
p10,2020-01-08,89
p10,2020-01-10,106
p10,2020-01-11,385
p10,2020-01-12,273
p10,2020-01-13,334
p10,2020-01-14,246
p10,2020-01-16,309
p10,2020-01-17,100
p10,2020-01-18,128
p10,2020-01-20,409
p10,2020-01-21,424
p10,2020-01-22,291
p10,2020-01-23,334
p10,2020-01-24,190
p10,2020-01-25,508
p10,2020-01-26,712
p10,2020-01-29,113
p10,2020-01-30,446
p10,2020-01-31,239
p10,2020-02-01,1005
p10,2020-02-02,622
p10,2020-02-03,98
p10,2020-02-04,108
p10,2020-02-05,262
p10,2020-02-07,166
p10,2020-02-09,443
p10,2020-02-10,108
p10,2020-02-12,533
p10,2020-02-13,387
p10,2020-02-14,226
p10,2020-02-15,727
p10,2020-02-16,361
p10,2020-02-17,381
p10,2020-02-18,529
p10,2020-02-19,687
p10,2020-02-20,279
p10,2020-02-21,671
p10,2020-02-22,741
p10,2020-02-23,88
p10,2020-02-25,191
p11,2019-11-15,218
p11,2019-11-16,229
p11,2019-11-18,442
p11,2019-11-19,594
p11,2019-11-20,377
p11,2019-11-22,140
p11,2019-11-24,706
p11,2019-11-25,151
p11,2019-11-26,678
p11,2019-11-27,225
p11,2019-11-28,582
p11,2019-11-29,177
p11,2019-11-30,86
p11,2019-12-02,618
p11,2019-12-03,625
p11,2019-12-04,594
p11,2019-12-07,230
p11,2019-12-08,90
p11,2019-12-09,162
p11,2019-12-14,643
p11,2019-12-15,100
p11,2019-12-17,409
p11,2019-12-18,97
p11,2019-12-23,103
p11,2019-12-24,139
p11,2019-12-26,365
p11,2019-12-29,563
p11,2020-01-02,449
p11,2020-01-04,112
p11,2020-01-06,358
p11,2020-01-09,305
p11,2020-01-10,106
p11,2020-01-13,357
p11,2020-01-14,308
p11,2020-01-15,320
p11,2020-01-16,291
p11,2020-01-17,468
p11,2020-01-19,264
p11,2020-01-20,99
p11,2020-01-21,568
p11,2020-01-22,201
p11,2020-01-25,2069
p11,2020-01-26,1004
p11,2020-01-29,88
p11,2020-01-30,364
p11,2020-02-02,297
p11,2020-02-04,608
p11,2020-02-08,708
p11,2020-02-10,718
p11,2020-02-12,337
p11,2020-02-13,323
p11,2020-02-17,732
p11,2020-02-18,109
p11,2020-02-20,614
p11,2020-02-21,408
p11,2020-02-23,425
p11,2020-02-24,320
p11,2020-02-25,121
p11,2020-03-01,683
p11,2020-03-11,468
p11,2020-03-13,163
p12,2019-11-07,45
p12,2019-11-09,356
p12,2019-11-15,162
p12,2019-11-16,254
p12,2019-11-17,611
p12,2019-11-18,471
p12,2019-11-22,350
p12,2019-11-24,159
p12,2019-11-25,619
p12,2019-11-27,370
p12,2019-11-29,454
p12,2019-12-02,12
p12,2019-12-04,116
p12,2019-12-06,598
p12,2019-12-07,423
p12,2019-12-08,199
p12,2019-12-09,260
p12,2019-12-10,271
p12,2019-12-11,167
p12,2019-12-12,428
p12,2019-12-14,156
p12,2019-12-17,520
p12,2019-12-20,362
p12,2019-12-21,101
p12,2020-01-10,446
p12,2020-01-11,301
p12,2020-01-12,751
p12,2020-01-13,294
p12,2020-01-15,112
p12,2020-01-16,373
p12,2020-01-17,397
p12,2020-01-18,1323
p12,2020-01-19,1123
p12,2020-01-23,116
p12,2020-01-25,1369
p12,2020-01-26,426
p12,2020-01-27,496
p12,2020-01-28,223
p12,2020-01-29,701
p12,2020-01-31,192
p12,2020-02-01,480
p12,2020-02-02,218
p12,2020-02-03,182
p12,2020-02-04,197
p12,2020-02-05,405
p12,2020-02-07,496
p12,2020-02-08,602
p12,2020-02-10,364
p12,2020-02-11,376
p12,2020-02-12,363
p12,2020-02-18,796
p12,2020-02-19,392
p12,2020-02-22,872
p12,2020-02-23,838
p12,2020-02-25,306
p13,2019-11-11,373
p13,2019-11-12,85
p13,2019-11-13,14
p13,2019-11-15,159
p13,2019-11-16,748
p13,2019-11-17,311
p13,2019-11-18,244
p13,2019-11-19,162
p13,2019-11-21,480
p13,2019-11-24,559
p13,2019-11-25,93
p13,2019-11-26,332
p13,2019-11-28,444
p13,2019-11-30,489
p13,2019-12-13,515
p13,2019-12-14,480
p13,2019-12-15,655
p13,2019-12-19,421
p13,2019-12-20,371
p13,2019-12-21,301
p13,2019-12-22,210
p13,2019-12-23,453
p13,2020-01-02,730
p13,2020-01-06,407
p13,2020-01-07,400
p13,2020-01-25,1021
p13,2020-01-26,926
p13,2020-02-18,494
p13,2020-03-20,100
p14,2019-11-14,224
p14,2019-11-15,758
p14,2019-11-17,389
p14,2019-11-18,411
p14,2019-11-19,1135
p14,2019-11-20,336
p14,2019-11-21,316
p14,2019-11-23,567
p14,2019-11-24,1330
p14,2019-11-25,294
p14,2019-11-26,584
p14,2019-11-27,571
p14,2019-11-28,466
p14,2019-12-02,931
p14,2019-12-03,388
p14,2019-12-04,184
p14,2019-12-05,164
p14,2019-12-06,498
p14,2019-12-07,654
p14,2019-12-09,552
p14,2019-12-10,1006
p14,2019-12-11,469
p14,2019-12-12,212
p14,2019-12-13,722
p14,2019-12-16,383
p14,2019-12-17,425
p14,2019-12-18,374
p14,2019-12-19,219
p14,2019-12-20,655
p14,2019-12-21,708
p14,2019-12-22,800
p14,2019-12-25,807
p14,2019-12-26,323
p14,2019-12-27,395
p14,2019-12-28,170
p14,2019-12-29,177
p14,2019-12-30,268
p14,2020-01-02,413
p14,2020-01-03,349
p14,2020-01-05,484
p14,2020-01-06,763
p14,2020-01-07,501
p14,2020-01-08,607
p14,2020-01-09,1048
p14,2020-01-10,515
p14,2020-01-11,667
p14,2020-01-12,609
